ConfigID,avg_f1,n_images,target,combo_index
1227,0.3900458333333333,1440,panmao,42
1228,0.703125,1440,panmao,42
1229,0.9923611111111111,1440,panmao,42
1230,0.0009263888888888889,1440,panmao,42
1231,0.05717638888888889,1440,panmao,43
1232,0.5549770833333334,1440,panmao,43
1233,0.6074076388888889,1440,panmao,43
1234,0.7993055555555556,1440,panmao,43
1235,0.00046319444444444446,1440,panmao,43
1236,0.59664375,1440,panmao,43
1237,0.46851805555555553,1440,panmao,44
1238,0.8935187499999999,1440,panmao,44
1239,0.9990736111111113,1440,panmao,44
1240,0.5101847222222222,1440,panmao,44
1241,0.99976875,1440,panmao,44
1242,0.5899305555555555,1440,panmao,44
1243,0.35011597222222224,1440,panmao,45
1244,0.5666666666666667,1440,panmao,45
1245,0.36400486111111113,1440,panmao,45
1246,0.0009263888888888889,1440,panmao,45
1247,0.0008104166666666666,1440,panmao,45
1248,0.6893520833333333,1440,panmao,45
1249,0.48449097222222226,1440,panmao,46
1250,0.09166666666666666,1440,panmao,46
1251,0.39618055555555554,1440,panmao,46
1252,0.2825229166666666,1440,panmao,46
1253,0.99976875,1440,panmao,46
1254,0.12488402777777778,1440,panmao,46
1255,0.889120138888889,1440,panmao,47
1256,0.4773145833333333,1440,panmao,47
1257,0.99976875,1440,panmao,47
1258,0.9995374999999999,1440,panmao,47
1259,0.65960625,1440,panmao,47
1260,0.44467638888888894,1440,panmao,47
1261,0.7055555555555556,1440,panmao,48
1262,0.8307874999999999,1440,panmao,48
1263,0.4806715277777778,1440,panmao,48
1264,0.0008104166666666666,1440,panmao,48
1265,0.0006944444444444445,1440,panmao,48
1266,0.00023125,1440,panmao,48
1267,0.7581013888888889,1440,panmao,49
1268,0.6376159722222222,1440,panmao,49
1269,0.3452548611111111,1440,panmao,49
1270,0.0,1440,panmao,49
1271,0.8870368055555556,1440,panmao,49
1272,0.3472222222222222,1440,panmao,49
1273,0.42372708333333337,1440,panmao,50
1274,0.27870416666666664,1440,panmao,50
1275,0.5759263888888889,1440,panmao,50
1276,0.5207173611111111,1440,panmao,50
1277,0.1105326388888889,1440,panmao,50
1278,0.2561340277777778,1440,panmao,50
1279,0.9993055555555556,1440,panmao,51
1280,0.46458333333333335,1440,panmao,51
1281,0.5759256944444444,1440,panmao,51
1282,1.0,1440,panmao,51
1283,0.1673611111111111,1440,panmao,51
1284,0.2181715277777778,1440,panmao,51
1285,0.9993055555555556,1440,panmao,52
1286,0.757754861111111,1440,panmao,52
1287,0.43368055555555557,1440,panmao,52
1288,0.04837916666666667,1440,panmao,52
1289,0.617592361111111,1440,panmao,52
1290,0.2789354166666667,1440,panmao,52
1291,0.9993055555555556,1440,panmao,53
1292,0.30682847222222226,1440,panmao,53
1293,0.6136576388888889,1440,panmao,53
1294,0.9996527777777777,1440,panmao,53
1295,0.9995368055555556,1440,panmao,53
1296,0.9993055555555556,1440,panmao,53
1297,0.9995374999999999,1440,panmao,54
1298,0.4914354166666667,1440,panmao,54
1299,0.5125,1440,panmao,54
1300,0.5604166666666667,1440,panmao,54
1301,0.4482638888888889,1440,panmao,54
1302,0.024884722222222225,1440,panmao,54
1303,0.4894673611111111,1440,panmao,55
1304,0.46504583333333327,1440,panmao,55
1305,0.4587958333333333,1440,panmao,55
1306,0.3636569444444444,1440,panmao,55
1307,0.5873840277777778,1440,panmao,55
1308,0.9991895833333334,1440,panmao,55
1309,0.8126159722222221,1440,panmao,56
1310,0.0005784722222222222,1440,panmao,56
1311,0.4425923611111111,1440,panmao,56
1312,0.17222222222222222,1440,panmao,56
1313,0.6200229166666666,1440,panmao,56
1314,0.9995368055555556,1440,panmao,56
1315,0.1950236111111111,1440,panmao,57
1316,0.9994215277777777,1440,panmao,57
1317,0.4618055555555556,1440,panmao,57
1318,0.30821736111111114,1440,panmao,57
1319,0.4378472222222222,1440,panmao,57
1320,0.40347222222222223,1440,panmao,57
1321,0.05405069444444444,1440,panmao,58
1322,0.4947916666666667,1440,panmao,58
1323,0.6729166666666667,1440,panmao,58
1324,0.8291666666666667,1440,panmao,58
1325,0.9993055555555556,1440,panmao,58
1326,0.19722222222222222,1440,panmao,58
1327,0.5288194444444444,1440,panmao,59
1328,0.998726388888889,1440,panmao,59
1329,0.5148145833333333,1440,panmao,59
1330,0.0004625,1440,panmao,59
1331,0.6351854166666667,1440,panmao,59
1332,0.601967361111111,1440,panmao,59
1333,0.4630784722222222,1440,panmao,60
1334,0.99976875,1440,panmao,60
1335,0.6895833333333333,1440,panmao,60
1336,0.6094909722222223,1440,panmao,60
1337,0.8023145833333334,1440,panmao,60
1338,0.9993055555555556,1440,panmao,60
1339,0.6613423611111111,1440,panmao,61
